referrer,views_total,views_unique
linkedin.com,150,91
com.linkedin.android,101,70
Google,90,38
github.com,37,13
statics.teams.cdn.office.net,31,7
knowledgehub.pega.com,17,3
Bing,10,2
wwiwiki.ww-intern.de,7,2
lnkd.in,3,3
l.facebook.com,2,1
